den,datum,orp_kod,orp_nazev,incidence_7,incidence_65_7,incidence_75_7,prevalence,prevalence_65,prevalence_75,aktualni_pocet_hospitalizovanych_osob,nove_hosp_7,testy_7,code,name,population,population_65,code_region,name_region,value_1,score_1,value_2,score_2,value_3,score_3,value_4,score_4,value_5,score_5,value_6,score_6,value_7,score_7,score
úterý,2020-11-10,5302,Hlinsko,174,27,13,298,44,20,13,13,493,5302,Hlinsko,21017,4465,CZ053,Pardubický kraj,1893.705095874768,20,False,0,1455.7670772676372,20,True,2,35.294117647058826,30,False,0,0.759825327510917,0,72
úterý,2020-11-10,5303,Holice,139,24,8,234,56,22,11,4,475,5303,Holice,17910,3461,CZ053,Pardubický kraj,1753.2104969290897,20,False,0,1820.2831551574689,20,True,2,29.263157894736842,30,False,0,0.776536312849162,0,72
úterý,2020-11-10,5304,Chrudim,682,94,47,1170,165,79,66,50,2145,5304,Chrudim,83596,17211,CZ053,Pardubický kraj,1820.6612756591223,20,False,0,1336.3546569054674,20,True,2,31.794871794871792,30,False,0,0.7247608926673751,0,72
úterý,2020-11-10,5305,Králíky,76,6,3,112,11,3,4,2,213,5305,Králíky,8676,1838,CZ053,Pardubický kraj,1682.8031350852928,20,True,0,816.1044613710555,16,True,2,35.68075117370892,30,False,0,0.95,5,73
úterý,2020-11-10,5306,Lanškroun,115,15,9,153,21,8,6,6,423,5306,Lanškroun,23140,4468,CZ053,Pardubický kraj,946.4131374243734,16,False,0,626.6786034019696,16,True,2,27.18676122931442,30,False,0,1.0360360360360361,10,74
úterý,2020-11-10,5307,Litomyšl,204,33,22,374,82,57,20,20,733,5307,Litomyšl,27205,5327,CZ053,Pardubický kraj,1712.9204190406176,20,False,0,1745.8231650084476,20,True,2,27.83083219645293,30,False,0,0.7364620938628159,0,72
úterý,2020-11-10,5308,Moravská Třebová,177,33,17,268,51,24,28,20,599,5308,Moravská Třebová,26138,5476,CZ053,Pardubický kraj,1308.4398194200016,20,False,0,1223.5208181154128,20,True,2,29.549248747913186,30,True,2,1.023121387283237,10,84
úterý,2020-11-10,5309,Pardubice,874,139,69,1686,310,181,89,53,2861,5309,Pardubice,131691,26335,CZ053,Pardubický kraj,1639.4438496176656,20,False,0,1458.1355610404405,20,True,2,30.5487591751136,30,False,0,0.6876475216365067,0,72
úterý,2020-11-10,5310,Polička,216,39,22,316,52,27,30,37,619,5310,Polička,19611,3995,CZ053,Pardubický kraj,2049.8699709346797,20,False,0,1351.6896120150186,20,True,2,34.894991922455574,30,True,2,1.0384615384615385,10,84
úterý,2020-11-10,5311,Přelouč,155,26,10,263,47,20,22,16,477,5311,Přelouč,25840,5172,CZ053,Pardubický kraj,1184.2105263157896,20,False,0,1024.7486465583913,20,True,2,32.494758909853246,30,True,2,0.856353591160221,5,79
úterý,2020-11-10,5312,Svitavy,189,28,17,273,45,27,26,25,613,5312,Svitavy,31379,6533,CZ053,Pardubický kraj,1038.9113738487522,20,True,0,750.0382672585337,16,True,2,30.831973898858074,30,True,2,1.1962025316455696,10,80
úterý,2020-11-10,5313,Ústí nad Orlicí,191,46,29,279,57,35,9,7,809,5313,Ústí nad Orlicí,26573,5651,CZ053,Pardubický kraj,1576.7884694991158,20,False,0,1504.1585560077863,20,True,2,23.60939431396786,25,False,0,0.7958333333333333,0,67
úterý,2020-11-10,5314,Vysoké Mýto,339,93,59,481,116,65,22,19,920,5314,Vysoké Mýto,32454,6661,CZ053,Pardubický kraj,2024.4037714919577,20,False,0,2116.799279387479,20,True,2,36.84782608695652,30,True,2,0.9797687861271677,5,79
úterý,2020-11-10,5315,Žamberk,234,39,17,330,55,27,14,15,765,5315,Žamberk,29463,5651,CZ053,Pardubický kraj,1581.6447748022943,20,False,0,1327.1987258892232,20,True,2,30.58823529411765,30,False,0,0.8764044943820225,5,77
úterý,2020-11-10,6101,Bystřice nad Pernštejnem,144,29,19,219,48,32,22,14,422,6101,Bystřice nad Pernštejnem,19755,4235,CZ063,Kraj Vysočina,1316.122500632751,20,False,0,1251.4757969303423,20,True,2,34.12322274881517,30,True,2,1.1428571428571428,10,84
úterý,2020-11-10,6102,Havlíčkův Brod,563,116,72,912,181,98,73,46,1087,6102,Havlíčkův Brod,52932,10770,CZ063,Kraj Vysočina,2032.7967958890654,20,True,0,1857.0102135561744,20,True,2,51.793928242870294,30,True,2,1.0523364485981308,10,84
úterý,2020-11-10,6103,Humpolec,233,26,11,332,35,13,8,10,439,6103,Humpolec,17852,3773,CZ063,Kraj Vysočina,2207.0356262603627,20,True,0,1351.709514974821,20,True,2,53.075170842824605,30,True,2,1.026431718061674,10,84
úterý,2020-11-10,6104,Chotěboř,175,30,20,288,47,29,15,10,435,6104,Chotěboř,21872,4804,CZ063,Kraj Vysočina,1522.4945135332846,20,True,0,1186.511240632806,20,True,2,40.229885057471265,30,False,0,0.875,5,77
úterý,2020-11-10,6105,Jihlava,946,161,91,1383,229,133,70,44,2139,6105,Jihlava,101074,19707,CZ063,Kraj Vysočina,1774.9371747432574,20,True,0,1649.1601968843559,20,True,2,44.2262739597943,30,False,0,0.945054945054945,5,77
úterý,2020-11-10,6106,Moravské Budějovice,183,29,13,264,42,18,8,18,409,6106,Moravské Budějovice,23098,4818,CZ063,Kraj Vysočina,1441.6832626201403,20,True,0,1120.7970112079702,20,True,2,44.743276283618584,30,True,2,1.0828402366863905,10,84
úterý,2020-11-10,6107,Náměšť nad Oslavou,118,29,19,175,34,23,5,8,255,6107,Náměšť nad Oslavou,13440,2841,CZ063,Kraj Vysočina,1547.6190476190477,20,False,0,1372.756071805702,20,True,2,46.27450980392157,30,True,2,1.145631067961165,10,84
úterý,2020-11-10,6108,Nové Město na Moravě,190,32,10,308,59,23,27,20,667,6108,Nové Město na Moravě,19386,4017,CZ063,Kraj Vysočina,2016.9194263901784,20,False,0,1543.4403783918347,20,True,2,28.48575712143928,30,False,0,0.926829268292683,5,77
úterý,2020-11-10,6109,Pacov,114,16,6,168,28,11,12,4,260,6109,Pacov,9364,2205,CZ063,Kraj Vysočina,2146.5185818026484,20,True,0,1360.5442176870747,20,True,2,43.84615384615385,30,False,0,0.9661016949152542,5,77
úterý,2020-11-10,6110,Pelhřimov,564,91,51,840,142,73,39,35,1165,6110,Pelhřimov,45086,9648,CZ063,Kraj Vysočina,2388.7681320143724,20,True,0,1844.9419568822552,20,True,2,48.412017167381975,30,False,0,0.8952380952380953,5,77
úterý,2020-11-10,6111,Světlá nad Sázavou,167,31,10,278,48,14,21,11,397,6111,Světlá nad Sázavou,19690,4322,CZ063,Kraj Vysočina,1762.3158963941087,20,True,0,1295.6964368347988,20,True,2,42.0654911838791,30,False,0,0.907608695652174,5,77
úterý,2020-11-10,6112,Telč,127,27,15,168,29,17,5,4,294,6112,Telč,12975,2736,CZ063,Kraj Vysočina,1657.0327552986514,20,True,0,1827.485380116959,20,True,2,43.197278911564624,30,True,2,1.1545454545454545,10,84
úterý,2020-11-10,6113,Třebíč,578,92,54,899,159,92,30,56,1308,6113,Třebíč,74272,15148,CZ063,Kraj Vysočina,1545.669969840586,20,True,0,1373.1185635067336,20,True,2,44.18960244648318,30,True,2,0.9444444444444444,5,79
úterý,2020-11-10,6114,Velké Meziříčí,371,43,18,536,76,38,30,22,862,6114,Velké Meziříčí,36390,6564,CZ063,Kraj Vysočina,2118.7139323990104,20,False,0,1508.2266910420476,20,True,2,43.03944315545243,30,True,2,0.9636363636363636,5,79
úterý,2020-11-10,6115,Žďár nad Sázavou,394,56,28,555,105,52,51,33,1139,6115,Žďár nad Sázavou,42627,8703,CZ063,Kraj Vysočina,1703.1458934478146,20,True,0,1401.815465931288,20,True,2,34.591747146619845,30,True,2,1.1098591549295775,10,84
úterý,2020-11-10,6201,Blansko,326,59,31,525,102,62,68,38,1057,6201,Blansko,57126,11918,CZ064,Jihomoravský kraj,1162.3428911528902,20,False,0,1250.2097667393857,20,True,2,30.842005676442763,30,False,0,0.8907103825136612,5,77
úterý,2020-11-10,6202,Boskovice,321,78,40,549,141,76,84,47,946,6202,Boskovice,52010,10490,CZ064,Jihomoravský kraj,1242.068832916747,20,False,0,1534.795042897998,20,True,2,33.9323467230444,30,False,0,0.8966480446927374,5,77
úterý,2020-11-10,6203,Brno,2387,405,210,3531,714,391,385,198,6302,6203,Brno,381346,79457,CZ064,Jihomoravský kraj,1087.9883360517745,20,False,0,925.0286318386045,16,True,2,37.876864487464296,30,True,2,1.0364741641337385,10,80
úterý,2020-11-10,6204,Břeclav,292,52,21,469,122,63,64,38,920,6204,Břeclav,59715,12216,CZ064,Jihomoravský kraj,956.2086577911747,16,True,0,1309.757694826457,20,True,2,31.73913043478261,30,False,0,0.8795180722891566,5,73
úterý,2020-11-10,6205,Bučovice,91,18,6,150,31,12,21,6,301,6205,Bučovice,16111,3177,CZ064,Jihomoravský kraj,1117.2490844764445,20,False,0,1133.14447592068,20,True,2,30.23255813953488,30,False,0,0.8272727272727273,5,77
úterý,2020-11-10,6206,Hodonín,393,66,31,662,124,55,59,37,1158,6206,Hodonín,60685,12248,CZ064,Jihomoravský kraj,1372.6621076048448,20,False,0,1232.8543435662964,20,True,2,33.93782383419689,30,False,0,0.8637362637362638,5,77
úterý,2020-11-10,6207,Hustopeče,256,19,7,330,38,14,16,11,748,6207,Hustopeče,36311,6981,CZ064,Jihomoravský kraj,1137.3963812618767,20,True,0,601.6330038676407,16,True,2,34.22459893048128,30,True,2,1.062240663900415,10,80
úterý,2020-11-10,6208,Ivančice,187,23,13,268,53,31,26,11,467,6208,Ivančice,24459,4805,CZ064,Jihomoravský kraj,1451.4084794963,20,True,0,1477.627471383975,20,True,2,40.04282655246253,30,True,2,0.8779342723004695,5,79
úterý,2020-11-10,6209,Kuřim,159,18,8,227,42,21,20,14,457,6209,Kuřim,23345,4177,CZ064,Jihomoravský kraj,1220.8181623473977,20,False,0,1101.268853243955,20,True,2,34.79212253829322,30,True,2,1.0258064516129033,10,84
úterý,2020-11-10,6210,Kyjov,380,70,31,798,143,66,50,37,1433,6210,Kyjov,55543,11542,CZ064,Jihomoravský kraj,1667.1767819527213,20,False,0,1212.9613585167217,20,True,2,26.517794836008374,30,False,0,0.7307692307692307,0,72
úterý,2020-11-10,6211,Mikulov,106,21,12,153,35,18,11,8,358,6211,Mikulov,20265,3954,CZ064,Jihomoravský kraj,972.1194177152727,20,True,0,1340.4147698533131,20,True,2,29.608938547486037,30,True,2,1.1157894736842104,10,84
úterý,2020-11-10,6212,Moravský Krumlov,157,20,10,261,49,27,23,13,435,6212,Moravský Krumlov,22452,4592,CZ064,Jihomoravský kraj,1380.723320862284,20,True,0,1175.9581881533102,20,True,2,36.0919540229885,30,True,2,0.8920454545454546,5,79
úterý,2020-11-10,6213,Pohořelice,94,15,5,126,24,11,13,8,250,6213,Pohořelice,14599,2588,CZ064,Jihomoravský kraj,986.3689293787246,20,True,0,1004.6367851622875,20,True,2,37.6,30,True,2,1.2533333333333334,15,89
úterý,2020-11-10,6214,Rosice,150,35,19,249,51,29,23,12,474,6214,Rosice,26284,5080,CZ064,Jihomoravský kraj,1225.0798965149902,20,False,0,1397.6377952755906,20,True,2,31.645569620253166,30,True,2,0.819672131147541,5,79
úterý,2020-11-10,6215,Slavkov u Brna,172,23,11,253,45,17,24,13,511,6215,Slavkov u Brna,24027,4191,CZ064,Jihomoravský kraj,1377.6168477129895,20,True,0,1121.4507277499404,20,True,2,33.659491193737765,30,True,2,0.9398907103825137,5,79
úterý,2020-11-10,6216,Šlapanice,489,69,31,746,112,59,49,25,1277,6216,Šlapanice,70414,12564,CZ064,Jihomoravský kraj,1278.1549123753798,20,False,0,1002.865329512894,20,True,2,38.29287392325764,30,True,2,0.944015444015444,5,79
úterý,2020-11-10,6217,Tišnov,235,40,17,328,61,32,28,15,606,6217,Tišnov,31725,6213,CZ064,Jihomoravský kraj,1292.3561859732072,20,False,0,1174.955737968775,20,True,2,38.778877887788774,30,True,2,1.0085836909871244,10,84
úterý,2020-11-10,6218,Veselí nad Moravou,322,43,21,640,101,49,41,23,987,6218,Veselí nad Moravou,37715,8138,CZ064,Jihomoravský kraj,2038.976534535331,20,False,0,1302.5313344802162,20,True,2,32.62411347517731,30,False,0,0.7523364485981309,0,72
úterý,2020-11-10,6219,Vyškov,328,68,37,584,114,56,55,39,1112,6219,Vyškov,52142,10312,CZ064,Jihomoravský kraj,1292.6239883395344,20,False,0,1192.7851047323506,20,True,2,29.496402877697843,30,True,2,0.9060773480662984,5,79
úterý,2020-11-10,6220,Znojmo,369,78,50,733,159,95,77,52,1250,6220,Znojmo,91899,18089,CZ064,Jihomoravský kraj,982.6004635523782,20,False,0,1166.4547515064403,20,True,2,29.520000000000003,30,False,0,0.6770642201834862,0,72
úterý,2020-11-10,6221,Židlochovice,251,34,17,361,62,31,33,15,643,6221,Židlochovice,33816,5888,CZ064,Jihomoravský kraj,1327.7738348710668,20,True,0,1002.0380434782608,20,True,2,39.0357698289269,30,True,2,1.004,10,84
úterý,2020-11-10,7101,Hranice,234,47,27,417,77,40,27,19,688,7101,Hranice,34146,6800,CZ071,Olomoucký kraj,1619.5161951619516,20,False,0,1323.5294117647059,20,True,2,34.01162790697674,30,True,2,0.7222222222222222,0,74
úterý,2020-11-10,7102,Jeseník,327,56,22,431,86,36,32,15,841,7102,Jeseník,37968,8400,CZ071,Olomoucký kraj,1559.2077538980193,20,False,0,1500.0,20,True,2,38.882282996432814,30,False,0,0.8384615384615385,5,77
úterý,2020-11-10,7103,Konice,103,13,5,193,27,8,12,8,323,7103,Konice,10634,2373,CZ071,Olomoucký kraj,2238.104194094414,20,False,0,1685.6300042140751,20,True,2,31.88854489164087,30,False,0,0.7984496124031008,0,72
úterý,2020-11-10,7104,Lipník nad Bečvou,127,18,8,224,31,13,10,10,344,7104,Lipník nad Bečvou,15130,2913,CZ071,Olomoucký kraj,1738.2683410442828,20,False,0,1098.5238585650534,20,True,2,36.91860465116279,30,True,2,0.8698630136986302,5,79
úterý,2020-11-10,7105,Litovel,131,25,12,266,51,26,27,14,416,7105,Litovel,23715,4914,CZ071,Olomoucký kraj,1290.3225806451612,20,False,0,1159.95115995116,20,True,2,31.490384615384613,30,False,0,0.7797619047619048,0,72
úterý,2020-11-10,7106,Mohelnice,133,22,14,249,46,25,20,12,453,7106,Mohelnice,18362,3710,CZ071,Olomoucký kraj,1546.672475765167,20,False,0,1347.7088948787064,20,True,2,29.3598233995585,30,False,0,0.8417721518987342,5,77
úterý,2020-11-10,7107,Olomouc,752,131,59,1536,264,124,126,65,2875,7107,Olomouc,165165,32742,CZ071,Olomoucký kraj,1099.5065540520086,20,False,0,821.5747358133284,16,True,2,26.156521739130433,30,False,0,0.7216890595009597,0,68
úterý,2020-11-10,7108,Prostějov,757,133,52,1397,268,106,83,48,2220,7108,Prostějov,98012,20139,CZ071,Olomoucký kraj,1705.9135616047015,20,False,0,1529.3708724365658,20,True,2,34.0990990990991,30,False,0,0.8496071829405163,5,77
úterý,2020-11-10,7109,Přerov,666,119,56,1188,211,83,33,28,1823,7109,Přerov,80236,17534,CZ071,Olomoucký kraj,1848.297522309188,20,False,0,1414.3948899281395,20,True,2,36.53318705430609,30,False,0,0.8102189781021898,5,77
úterý,2020-11-10,7110,Šternberk,161,19,6,332,38,15,19,11,486,7110,Šternberk,24164,4837,CZ071,Olomoucký kraj,1601.5560337692434,20,False,0,868.3068017366137,16,True,2,33.1275720164609,30,False,0,0.6822033898305084,0,68
úterý,2020-11-10,7111,Šumperk,350,61,22,566,107,41,52,37,987,7111,Šumperk,68988,15147,CZ071,Olomoucký kraj,1014.6692178349858,20,False,0,838.4498580577012,16,True,2,35.46099290780142,30,False,0,0.9043927648578811,5,73
úterý,2020-11-10,7112,Uničov,124,14,4,266,34,12,15,9,336,7112,Uničov,22428,4534,CZ071,Olomoucký kraj,1462.457642232923,20,False,0,727.8341420379356,16,True,2,36.904761904761905,30,False,0,0.6424870466321243,0,68
úterý,2020-11-10,7113,Zábřeh,212,31,10,377,54,15,13,11,663,7113,Zábřeh,33067,6892,CZ071,Olomoucký kraj,1436.477454864366,20,False,0,1044.689495066744,20,True,2,31.975867269984914,30,False,0,0.8514056224899599,5,77
úterý,2020-11-10,7201,Bystřice pod Hostýnem,121,12,7,192,24,14,22,13,358,7201,Bystřice pod Hostýnem,15242,3294,CZ072,Zlínský kraj,1528.6707781131086,20,False,0,910.7468123861568,16,True,2,33.798882681564244,30,False,0,1.0083333333333333,10,78
úterý,2020-11-10,7202,Holešov,138,13,5,301,53,29,10,9,512,7202,Holešov,21540,4371,CZ072,Zlínský kraj,1880.2228412256268,20,False,0,1578.586135895676,20,True,2,26.953125,30,False,0,0.5111111111111111,0,72
úterý,2020-11-10,7203,Kroměříž,418,53,20,746,102,37,103,71,1211,7203,Kroměříž,68561,14596,CZ072,Zlínský kraj,1430.8426073131957,20,False,0,883.8037818580433,16,True,2,34.516928158546655,30,False,0,0.7813084112149533,0,68
úterý,2020-11-10,7204,Luhačovice,120,28,21,220,47,31,24,14,358,7204,Luhačovice,18624,3952,CZ072,Zlínský kraj,1723.5824742268042,20,False,0,1366.3967611336034,20,True,2,33.5195530726257,30,False,0,0.6779661016949152,0,72
úterý,2020-11-10,7205,Otrokovice,244,37,25,427,83,37,35,19,681,7205,Otrokovice,34276,7438,CZ072,Zlínský kraj,1703.816081223013,20,False,0,1438.5587523527831,20,True,2,35.82966226138032,30,False,0,0.7577639751552795,0,72
úterý,2020-11-10,7206,Rožnov pod Radhoštěm,320,43,16,456,66,31,23,17,733,7206,Rožnov pod Radhoštěm,35175,7559,CZ072,Zlínský kraj,1711.442786069652,20,False,0,952.5069453631434,16,True,2,43.656207366984994,30,True,2,0.837696335078534,5,75
úterý,2020-11-10,7207,Uherské Hradiště,674,116,56,1261,232,121,87,45,1930,7207,Uherské Hradiště,90117,18605,CZ072,Zlínský kraj,1788.7856897144825,20,False,0,1397.4737973662993,20,True,2,34.92227979274611,30,False,0,0.7326086956521739,0,72
úterý,2020-11-10,7208,Uherský Brod,363,70,31,733,136,69,63,36,1047,7208,Uherský Brod,52109,10911,CZ072,Zlínský kraj,1811.587249803297,20,False,0,1567.225735496288,20,True,2,34.67048710601719,30,False,0,0.6357267950963222,0,72
úterý,2020-11-10,7209,Valašské Klobouky,231,44,21,392,65,29,38,22,682,7209,Valašské Klobouky,23102,4300,CZ072,Zlínský kraj,2454.332958185438,20,False,0,2000.0,20,True,2,33.87096774193548,30,False,0,0.7623762376237624,0,72
úterý,2020-11-10,7210,Valašské Meziříčí,415,80,34,592,90,38,39,30,1012,7210,Valašské Meziříčí,41831,8296,CZ072,Zlínský kraj,1941.1441275609,20,False,0,1506.7502410800384,20,True,2,41.00790513833992,30,True,2,0.810546875,5,79
úterý,2020-11-10,7211,Vizovice,108,17,10,215,37,16,20,11,349,7211,Vizovice,17153,3096,CZ072,Zlínský kraj,1888.8824112400164,20,False,0,1453.4883720930231,20,True,2,30.945558739255013,30,False,0,0.631578947368421,0,72
úterý,2020-11-10,7212,Vsetín,874,141,61,1167,182,83,87,62,2007,7212,Vsetín,65522,13208,CZ072,Zlínský kraj,2437.3492872622937,20,False,0,1786.7958812840704,20,True,2,43.54758345789736,30,True,2,0.8792756539235412,5,79
úterý,2020-11-10,7213,Zlín,614,133,67,1088,251,141,115,60,2136,7213,Zlín,99303,21713,CZ072,Zlínský kraj,1477.2967584060905,20,False,0,1409.293971353567,20,True,2,28.745318352059922,30,False,0,0.7515299877600979,0,72
úterý,2020-11-10,8101,Bílovec,185,33,13,315,44,16,14,11,572,8101,Bílovec,25622,5035,CZ080,Moravskoslezský kraj,1459.6830848489578,20,False,0,1032.7706057596822,20,True,2,32.34265734265735,30,True,2,0.8295964125560538,5,79
úterý,2020-11-10,8102,Bohumín,143,23,13,268,43,23,16,12,695,8102,Bohumín,33366,6681,CZ080,Moravskoslezský kraj,923.0953665407901,16,False,0,628.6484059272564,16,True,2,20.575539568345324,20,False,0,0.8827160493827161,5,59
úterý,2020-11-10,8103,Bruntál,247,38,20,397,57,24,25,23,726,8103,Bruntál,36418,7282,CZ080,Moravskoslezský kraj,1134.0545883903565,20,True,0,878.8794287283713,16,True,2,34.02203856749311,30,True,2,1.0421940928270041,10,80
úterý,2020-11-10,8104,Český Těšín,233,32,14,405,62,27,24,11,747,8104,Český Těšín,25687,4960,CZ080,Moravskoslezský kraj,1950.4029275509015,20,False,0,1431.4516129032259,20,True,2,31.191432396251674,30,False,0,0.7818791946308725,0,72
úterý,2020-11-10,8105,Frenštát pod Radhoštěm,133,27,8,219,43,20,14,7,385,8105,Frenštát pod Radhoštěm,19541,3851,CZ080,Moravskoslezský kraj,1427.7672585845146,20,False,0,1324.3313425084395,20,True,2,34.54545454545455,30,False,0,0.8866666666666667,5,77
úterý,2020-11-10,8106,Frýdek-Místek,596,147,89,1057,236,148,44,39,2624,8106,Frýdek-Místek,112433,21794,CZ080,Moravskoslezský kraj,1206.0516040664218,20,False,0,1408.6445810773607,20,True,2,22.713414634146343,20,False,0,0.7478042659974906,0,62
úterý,2020-11-10,8107,Frýdlant nad Ostravicí,129,28,15,257,68,45,17,10,585,8107,Frýdlant nad Ostravicí,24950,5239,CZ080,Moravskoslezský kraj,1190.3807615230462,20,False,0,1374.308074059935,20,True,2,22.05128205128205,20,False,0,0.7087912087912088,0,62
úterý,2020-11-10,8108,Havířov,492,75,40,847,133,69,66,42,2437,8108,Havířov,86494,18457,CZ080,Moravskoslezský kraj,1079.8436885795545,20,True,0,747.6838056022106,16,True,2,20.18875666803447,20,True,2,0.9959514170040485,5,65
úterý,2020-11-10,8109,Hlučín,299,40,18,620,99,48,35,25,956,8109,Hlučín,40639,7899,CZ080,Moravskoslezský kraj,1840.5964713698663,20,False,0,1177.3642233194075,20,True,2,31.276150627615063,30,False,0,0.7627551020408163,0,72
úterý,2020-11-10,8110,Jablunkov,312,44,19,428,58,22,15,16,757,8110,Jablunkov,22664,3972,CZ080,Moravskoslezský kraj,2665.0194140487115,20,True,0,1787.5125881168178,20,True,2,41.21532364597093,30,True,2,0.8409703504043127,5,79
úterý,2020-11-10,8111,Karviná,513,126,76,847,168,88,70,60,2224,8111,Karviná,63614,13403,CZ080,Moravskoslezský kraj,1479.2341308516993,20,True,0,1439.9761247481906,20,True,2,23.06654676258993,25,True,2,1.0098425196850394,10,79
úterý,2020-11-10,8112,Kopřivnice,301,47,20,570,99,49,25,16,937,8112,Kopřivnice,40755,7907,CZ080,Moravskoslezský kraj,1776.4691448901974,20,False,0,1467.0545086632098,20,True,2,32.123799359658484,30,False,0,0.6615384615384615,0,72
úterý,2020-11-10,8113,Kravaře,186,26,8,432,60,22,16,10,601,8113,Kravaře,21356,3656,CZ080,Moravskoslezský kraj,2111.8186926390713,20,False,0,1641.1378555798685,20,True,2,30.948419301164726,30,False,0,0.6888888888888889,0,72
úterý,2020-11-10,8114,Krnov,264,32,16,532,72,32,35,24,814,8114,Krnov,39938,8666,CZ080,Moravskoslezský kraj,1347.0879863788873,20,True,0,888.5298869143782,16,True,2,32.432432432432435,30,True,2,0.9428571428571428,5,75
úterý,2020-11-10,8115,Nový Jičín,399,92,47,601,128,65,35,23,1120,8115,Nový Jičín,48731,9593,CZ080,Moravskoslezský kraj,1493.9155773532248,20,True,0,1480.2460127176066,20,True,2,35.625,30,True,2,1.0283505154639174,10,84
úterý,2020-11-10,8116,Odry,126,27,12,191,35,16,9,6,513,8116,Odry,16928,3338,CZ080,Moravskoslezský kraj,1388.232514177694,20,False,0,1408.028759736369,20,True,2,24.561403508771928,25,True,2,1.0588235294117647,10,79
úterý,2020-11-10,8117,Opava,759,124,60,1524,255,121,87,64,2465,8117,Opava,100967,20360,CZ080,Moravskoslezský kraj,1654.9961868729386,20,False,0,1375.24557956778,20,True,2,30.79107505070994,30,False,0,0.8108974358974359,5,77
úterý,2020-11-10,8118,Orlová,192,28,12,326,48,21,23,15,1001,8118,Orlová,37163,6772,CZ080,Moravskoslezský kraj,998.3047654925598,20,False,0,723.5676314235086,16,True,2,19.18081918081918,20,True,2,0.9896907216494846,5,65
úterý,2020-11-10,8119,Ostrava,1542,229,105,3117,553,294,227,109,5867,8119,Ostrava,320145,64634,CZ080,Moravskoslezský kraj,1116.3691452310673,20,False,0,942.2285484419965,16,True,2,26.28259757968297,30,False,0,0.7202241943017281,0,68
úterý,2020-11-10,8120,Rýmařov,94,7,2,141,13,5,2,4,273,8120,Rýmařov,15241,3521,CZ080,Moravskoslezský kraj,1102.289875992389,20,True,0,397.6143141153081,13,True,2,34.43223443223443,30,True,2,0.9494949494949495,5,72
úterý,2020-11-10,8121,Třinec,710,117,61,962,152,73,55,34,1838,8121,Třinec,54613,11066,CZ080,Moravskoslezský kraj,2384.0477541977184,20,True,0,1870.5946141333814,20,True,2,38.62894450489663,30,True,2,0.9354413702239789,5,79
úterý,2020-11-10,8122,Vítkov,102,16,7,182,32,13,8,4,307,8122,Vítkov,13274,2743,CZ080,Moravskoslezský kraj,1371.101401235498,20,False,0,1166.6059059423987,20,True,2,33.22475570032573,30,False,0,0.918918918918919,5,77
